,theta_0,theta_1,t_miqp,obj_miqp,s_miqp,t_qp,obj_qp,s_qp,t_qp_dt,obj_qp_dt,s_qp_dt,t_qp_rf,obj_qp_rf,s_qp_rf
927,0.9290075246097294,0.14098490600915103,0.04773902893066406,0.7126709632396983,2,0.0038149356842041016,0.718365378682457,2,0.003390073776245117,0.718365378682457,2,0.001974821090698242,0.7126694748631747,2
928,0.7323130094157142,0.13692101946005053,0.043356895446777344,0.3891635725527607,2,0.00386810302734375,0.38916895821161107,2,0.003367900848388672,0.38916895821161107,2,0.0035200119018554688,0.38916895821161107,2
929,0.030965667179597034,0.6067031297233274,0.03973197937011719,0.22000150237385283,2,0.0028619766235351562,0.26627188724002643,2,0.0024261474609375,0.21999783801525652,2,0.0021049976348876953,0.21999783801525652,2
930,0.1325898421089653,0.638311231035477,0.06874513626098633,0.2692972461158939,2,0.019130945205688477,0.28619560991384696,2,0.018488168716430664,0.2692952134298054,2,0.01779007911682129,0.2692952134298054,2
931,0.8765131025823703,0.7044854657407449,0.0673990249633789,1.111185945889742,2,0.003701925277709961,1.111185945889742,2,0.0032668113708496094,1.111185945889742,2,0.003122091293334961,1.111185945889742,2
932,0.7906216328906797,0.7825968055253268,0.06867194175720215,1.0824219340392034,2,0.0032968521118164062,1.0824219389889624,2,0.0027420520782470703,1.0824219389889624,2,0.0027871131896972656,1.0824219389889624,2
933,0.35194392570830424,0.8879787321385947,0.050340890884399414,0.7427333858293648,2,0.02225804328918457,0.7427384156461165,2,0.021189212799072266,0.7427384156461165,2,0.02158188819885254,0.7427384156461165,2
934,0.8608744618868654,0.5917231128976304,0.06049323081970215,0.9400514879544577,2,0.004302978515625,0.940067013513572,2,0.0037848949432373047,0.940067013513572,2,0.003834962844848633,0.940067013513572,2
935,0.2636861393070081,0.6639491846661917,0.06893181800842285,0.37297599404879106,2,0.004313945770263672,0.3829679751616898,2,0.0036361217498779297,0.3829679751616898,2,0.0034551620483398438,0.3729807025169826,2
936,0.9994454695361061,0.4378845586842617,0.08775496482849121,1.0326868764576576,2,0.00404810905456543,1.0332658426518444,2,0.003403902053833008,1.032682933438216,2,0.0035381317138671875,1.032682933438216,2
937,0.41425682346657733,0.6498613496184794,0.03991198539733887,0.4477023026853487,2,0.005018949508666992,0.4477057588373558,2,0.0038220882415771484,0.4477057588373558,2,0.0037429332733154297,0.4477057588373558,2
938,0.2654210896994369,0.5531109014935497,0.046614885330200195,0.2823419604147409,2,0.010899066925048828,0.35368506792699395,2,0.017835140228271484,0.28234373193713286,2,0.017590045928955078,0.28234373193713286,2
939,0.08036914589390898,0.5509218733373454,0.062335968017578125,0.16998938142110342,2,0.010893106460571289,0.2576116714412762,2,0.013674020767211914,0.1699926658175657,2,0.01321101188659668,0.1699926658175657,2
940,0.8906739031124237,0.2192028369078859,0.05898404121398926,0.6704381824446262,2,0.002515077590942383,0.6704383714199903,2,0.002170085906982422,0.6704383714199903,2,0.002290964126586914,0.6704383714199903,2
